text,Label
"🇷🇺🇹🇷Джохар Дудаев и Алпарслан Тюркеш, дата снимка неизвестна

Алпарслан Тюркеш –  турецкий политический и государственный деятель, полковник турецкой армии. Ультраправый националист, пантюркист, антикоммунист. Основатель Партии националистического движения и её молодёжной боевой организации ""Серые волки""",Политика
"Центр общественных связей ФСБ России:

Вооруженные силы России продолжают выполнять боевые задачи на линии соприкосновения с ВСУ в районе проведения спецоперации.

Информация в соцсетях от имени Пригожина о якобы МО РФ ударах по ЧВК ""Вагнер"" не соответствует действительности и является провокацией.",Общее
"🇮🇶🇸🇪 Жители Багдада напали на посольство Швеции из-за акции сожжения Корана в Стокгольме.

По данным местных СМИ, что около сотни человек выломали ворота и зашли на территорию, требуя выслать посла Швеции из Ирака.

",Политика
"[]**🔥 Двойная выгода: “Основы Python” + “Python для пентестера” со скидкой 20%**

**До 13 июля** приобретите пакет курсов ""**Основы Python**"" + ""**Python для пентестера**"" всего **за 45000р** вместо 57000р

Максимальная выгода при максимальной пользе: изучите язык Python во всех его аспектах и используйте его для решения конкретных задач в области информационной безопасности. 

Обучающая программа гарантирует комфортную нагрузку и получение необходимого объёма знаний. Наши кураторы на протяжении всего обучения будут проверять ваши решения, подсказывать наиболее оптимальные подходы и помогут вам достичь поставленных целей.

❗️ __Спецпредложение доступно до 13 июля__. __Возможна оплата в рассрочку__

**📌 Узнать подробнее о курсах:**
— []**
— []**",Образовательный контент
"**مقتل شاب فلسطيني برصاص القوات الإسرائيلية في أم صفا شمال رام الله  .**

 أعلنت وزارة الصحة الفلسطينية، اليوم الجمعة، عن مقتل الشاب عبد الجواد حمدان صالح  برصاص القوات الإسرائيلية في قرية أم صفا شمال رام الله. 

👈 []

[]",Образовательный контент
"Бодрое утреннее от Olivia 🐇🦖

#styleinspo",Развлечения
"**Байден: Украина не готова к НАТО, но получит гарантии безопасности**. 

Президент США Джо Байден заявил, что вопрос о присоединении Украины к НАТО может быть рассмотрен только после окончания войны. 

В интервью CNN он сказал: «__Украина не готова к членству в НАТО сейчас, в разгар войны. Среди членов Альянса нет единодушия относительно принятия Украины в НАТО сейчас. Но Украине нужно предложить рациональный путь квалификации для вступления в НАТО. А пока Украина не в НАТО, США предоставят ей такие гарантии безопасности, как Израилю__». 

Байден также подчеркнул, что США и союзники по Альянсу продолжат обеспечивать украинские силы обороны вооружением, необходимым для остановки российской агрессии.",Политика
"Жителям одной из постсоветских стран разрешили брать матчество вместо отчества. 

Но есть ограничение.

https://news.zerkalo.io/world/42920.html?tg

Не открывается ссылка? [] или скачайте наше приложение для [] или [].",Развлечения
"Как сообщают французские источники, компании Air Liquide будет не так просто уйти из России. Подкомитет Минфина в Москве, регулирующий деятельность иностранных компаний, недавно отклонил предложение дочерней компании Air Liquide Russia о выкупе акций менеджментом . Это решение сильно разозлило штаб-квартиру, так как связь с ее российским филиалом становилась все более напряженной. Air Liquide Russia под управлением Виктора Будыгина выступает покупателем и хочет снизить цену приобретаемого пакета. Московская команда винит в длительных переговорах административные и политические препятствия.

Когда Air Liquide объявила о выходе из России в сентябре 2022 года, условия были четко доведены до сведения средств массовой информации: руководство совместного предприятия приобретет 75% акций, а компания «Северсталь», одно из основных клиентов Air Liquide в России, получит 25%. Однако с тех пор отношения между штаб-квартирой и дочерней компанией обострились. Настолько напряженно, что финансовый консультант Rothschild & Co, который работал на несколько французских компаний, готовившихся уйти из России, таких как Danone, прекратил работу над этим проектом.

Первоначально основным камнем преткновения в MBO было опасение, что оно может создать возможность для главы «Северстали» Алексея Мордашова тайно взять под контроль компанию, хотя и США, и Европа ввели против него санкции в июне 2022 года «за близость к Кремлю». Таким образом, любая сделка, в которой он является бенефициаром, даже через третье лицо, будет незаконной.

Комплаенс-отдел Air Liquide также опасается, что другие бизнесмены, находящиеся под санкциями, нацелятся на акции, приписываемые команде Будыгина. Таким образом, решение подкомитета может быть хорошей новостью для группы, поскольку ее главная цель теперь состоит в том, чтобы замедлить переговоры, чтобы избежать новых провалов.",Fashion
"Взрыв на крыше детсада в Минске: суд вынес приговор учредителю частной фирмы за смерть двух рабочих.

https://news.zerkalo.io/accidents/42738.html?tg

Не открывается ссылка? [] или скачайте наше приложение для [] или [].",Образовательный контент
"✅Дочекалися, []** з'явився в Telegram. 

Пробуємо: []

P.S. тепер він **вміє робити відео**",Технологии
"⚠️ **Binance US ожидает, что банковские партнеры прекратят предоставление ей услуг переводов в ближайшем будущем

**Биржа рекомендует пользователям конвертировать доллары США в стейблкоины.

",Fashion
"⭕продал YNDX по 2483 RUB
Vladislavzz",Технологии
"**Глава Тобольска Максим Афанасьев** **проверил с коллегами, как идут работы над проектом М8 по улице Дмитриева. **

Глава города сообщил, что до конца этого года выполнят почти 750 метров. В планах на следующий год сделать кольцевую развязку и капремонт дороги до кольца Неймышева.

❗️Тобольское Время. Подпишись",Политика
Пригожин отказался сдаваться и сложить оружие,Политика
"**Нападение на журналистку Елену Милашину и адвоката Александра Немова: что известно прямо сейчас

**Уполномоченный по правам человека Северной Осетии Тамерлан Цгоев пообщался с Еленой Милашиной и Александром Немовым, на которых ранее сегодня неизвестные совершили нападение. У них обоих многочисленные переломы, у Немова зафиксировано ножевое ранение. «Команда против пыток» сообщила, что вечером их доставят спецбортом в Боткинскую больницу в Москве.

Тем временем о нападении высказались многие, включая представителей власти и военкоров.

Песков назвал нападение «серьёзным и требующим энергичных мер» и сообщил, что о нём доложили Путину. Он также заявил, что вопросом уже занимается омбудсмен Татьяна Москалькова. Глава Совета по правам человека Валерий Фадеев пообещал лично направить запрос в СК и Генпрокуратуру. Он отметил, что сейчас необходимо обеспечить безопасность Милашиной и Немова. Минцифры пообещало оказать журналистке и адвокату поддержку и призвало всю медиаотрасль проявить солидарность с коллегами. А омбудсмен Чечни Мансур Солтаев заявил, что нападение было «дерзкой диверсией и провокацией». По его словам, органы внутренних дел уже заняты ситуацией и со временем разберутся. Председатель Следственного комитета Бастрыкин уже поручил провести проверку по факту нападения.

В поддержку Елены Милашиной высказался даже военкор Александр Коц. Он заявил, что оправдывать избиение женщины её политической или идеологической позицией ущербно. А если виновных не привлекут к ответственности, то зелёнка на лице репортёра станет пятном на «всей российской Фемиде».",Политика
"""Вагнерам"" еще раз предложили сложить оружие и прекратить противоправные действия с возможностью амнистии с учетом предшествующих заслуг. Но время постепенно заканчивается. Затягивание вопроса приведет к силовому сценарию, который в любом случае будет нести негативные последствия для страны.
https://t.me/RVvoenkor/48041",Политика
"**Метро на Виноградарь в 2024 году не построят, — депутат Киевского горсовета

**В этом году на строительство выделено 500 млн. грн. В следующем году выделят еще 2 млрд, но в 2024 году метро на Виноградарь не будет — это пустые обещания. 

На сегодняшний день даже нет проекта.

[]",Финансы
"Пригожин подтвердил, что разворачивает колонны

[]",Технологии
"⚡️❗️Возвращение жителей Шебекино из пунктов временного размещения приостанавливается — губернатор

Причина — возобновление обстрелов.",Политика
"#крипто #Binance**

**⚠️ **Теперь криптобиржа Binance может без участия клиента обменивать его криптоактивы на любые другие по своему выбору.

**🏦 **Такой пункт биржа добавила **в пользовательское соглашение. Изменение касается токенов, которые подверглись делистингу  после судов с SEC.

📊 __Вначале может показаться, что данные действия невыгодны инвестору, однако таким образом повышается шанс сохранить часть своих средств, хранящихся в проблемных активах.

__❗️ __На всякий случай советуем проверить свои криптопортфели!__",Финансы
"В Москве пожар охватил два одних из самых дорогих ресторанов России

В горящем здании расположены рестораны «Пушкинъ» и «Турандот».

",Развлечения
"""Наступил момент, когда кровь может пролиться, мы разворачиваем свои колонны и уходим в полевые лагеря. Согласно плану"", — Пригожин подтверждает данные от пресс-службы Лукашенко. ЧВК закончили свой марш-бросок.",Политика
"**Розничные продажи в США после постковидного фискального и монетарного угара на фоне избыточных сбережений распухли на 30% по номиналу .

**На начальном этапе этому способствовали антиковидные меры, заблокировав расходы в секторе услуг, что еще больше создало буфер сбережений , а онлайн торговля товарами замыкала на себя избыточный спрос.

Сбои в цепочках поставок, в логистике и снабжении из-за резкого и во многом необеспеченного потребительского импульса создали первую фазу инфляционного шторма в 2021. Далее инфляция подобно вирусу распространялась на все звенья цепи, усиливаясь на фоне дисбалансов в рынке труда и падении производительности труда.

**С февраля 2020 розничные продажи в реальном выражении выросли на 11.7%, но с 1 кв 2021 затяжная стагнация с негативным уклоном. **С мая 2021 по май 2023 розничные продажи по номиналу выросли 11.6%, а в реальном выражении упали на 1.3%. За год номинальный рост сократился до 1.7%, а в реальном выражении сократились на 2.4% г/г.

**Идет уже четвертый месяц сокращения розничных продаж в реальном выражении – в среднем на 2.3%,** что заметно лучше кризиса 2008-2009, когда в худший период с ноября 2008 по май 2009 розничные продажи падали в среднем на 10.6% в реальном выражении. 

Примечательно – **сокращение розничных продаж на протяжении четырех и более месяцев подряд за последние 30 лет было только один раз . 

**Вводная часть поста была представлена не просто так – **текущее сокращение происходит на очень высокой базе, по сути, на неадекватно раздутом потреблении, в том числе за счет вертолетных денег. 

Это еще не кризис, т.к. текущие реальные продажи на 6-7% выше тренда 2010-2019, т.е. присутствует до сих пор избыточное потребление. Тем не менее, негативная тенденция присутствует и становится все отчетливее. 

**Текущий спрос держится за счет перераспределение расходов из топлива и продуктов питания, где присутствует заметное сокращение.",Финансы
"#Витухновская_политические_заметки
 
**НА АЛЫХ ПАРУСАХ — В НИКУДА
** 
По словам Михаила Зыгаря, в день мятежа президент находился на яхте Ковальчука на Неве, на своем любимом празднике «Алые паруса».

Есть что-то в этом умиляющее. Что-то бесстыдно-девичье. Что-то буржуазное, но при этом русское. Что-то пазолиневское, но как будто мосфильмовское. Что-то юное. Но в то же время предсмертное. Кокетливое. Но при этом отчаянное. Бандитское. Но при этом культурное, Санкт-Петербургское. Кокаиновое. Но также водочное. Какая-то вечная двойственность. Вечная шизоидность. Заводная загадочность. Хохломская изощренность. Паруса алые, да вожди старые. Далее везде.
 
**__P.S. Путин вездесущ, многолик, всеобъемлющ, неуловим. Это все танцы и маски страха, они уже сползают с лица, обнажая ужас, а за ним зияющую пустоту.
**________________
Подписывайтесь на мой youtube-канал: https://bit.ly/vituhnovskaa",Развлечения
"❗️**У четырех человек в Туве подтвержден диагноз ""сибирская язва"", сообщает управление Россельхознадзора.**",Общее
"Внешний долг России упал до минимума с 2006 года. По состоянию на 1.04 — 355 млрд в долларовом эквиваленте. Внешний долг РФ составляет 15,5% к ВВП. Это очень низкий уровень. Для сравнения, внешний долг к ВВП у многих развитых стран более 100%. Например, у Китая 180%. ",Fashion
"БЕГУТ ДЕТИ, МАМЫ И ЖУРНАЛИСТЫ",Развлечения
"Молчание официоза связано не только с шашлыками.

А в том числе в том, что как-то удивительно гладко все идет у мятежников.

Да, они мятежники. Но вот только чтобы противостоять мятежу, нужна воля.

https://t.me/mig41/27117",Политика
"**Что же произошло в Шевченковском суде Киева, где прогремели взрывы:

**Инцидент устроил Игорь Гуменюк, обвиняемый в подрыве гранаты возле Верховной Рады 31 августа 2015 года.

После заседания суда о продлении меры пресечения он заперся в туалете, затем открыл дверь и бросил взрывные гранаты. Он попробовал сбежать, но его остановил конвой.

Тогда Гуменюк забаррикадировался в помещении. Когда полицейские сломали дверь, он бросил в них еще одно взрывное устройство. Затем совершил самоубийство.

[]",Политика
"❗️Россия 15 июня поднимет в Совбезе ООН вопрос о расследовании подрыва ""Северного потока"" — постпредство при ООН",Политика
"❤🇷🇺 Югра передала Макеевке спецтехнику и оборудование

В город Макеевку продолжает поступать гуманитарная помощь от Ханты-Мансийского автономного округа – Югры. Регион-шеф передал администрации города Макеевки ещё 4 новые комбинированные дорожные машины МД-651.

– Специальная техника поможет коммунальным службам обеспечивать порядок в городе в любое время года. На сегодняшний день переданы 15 машин из 18 запланированных. Ещё три единицы спецтехники планируется доставить в конце июля – начале августа, – рассказал представитель региона-шефа, первый заместитель главы администрации города Макеевки Юрий Чекунов.

Дорожная комбинированная машина МД-651 предназначена для подметания, мойки и поливки дорожных покрытий и зеленых насаждений в летний период. Спецтехника также может быть использована в качестве дополнительного средства при тушении пожаров. В зимний период такая машина незаменима для очистки дорожных покрытий от свежевыпавшего снега и для распределения по поверхности дорог материалов и специальных реагентов при содержании дорог.

Помимо этого, одному из учреждений города Югра передала серверное оборудование, компьютерную технику и канцелярские принадлежности.",Технологии
"🚆 В московском метро появился тематический поезд, посвященный 125-летию МХТ имени А.П. Чехова. Стены вагонов украшают исторические фото со спектаклей «Три сестры», «Чайка», «Борис Годунов», а также снимки интерьеров театра. Курсирует он по Сокольнической линии.

Помимо этого названия станций и аудиосообщения для пассажиров на этой ветке озвучили актеры театра.",Развлечения
"🤬 **Санкції** **санкціями, а ми продовжили віддавати гроші росіянам.** **За парфуми, солодощі, відпочинок. І просто тут, в Україні.
**
Після повномасштабного вторгнення держава запровадила цілий перелік заборон і обмежень для компаній з російськими власниками чи бенефіціарами. Ці обмеження накладали і Нацбанк, і Кабмін, і Мінюст. Але частина таких компаній і надалі працює, а українці продовжують віддавати їм гроші. 

**Причин на це декілька:**

▪️на додачу до російського паспорту можна отримати паспорт іншої країни;
▪️бізнес можна переписати на підлеглих чи партнерів з НЕросійським паспортом;
▪️заборони, як виявилося, можна просто ігнорувати, оскільки законодавство не передбачає за це конкретного покарання.

Саме цими лайфхаками скористалися BROCARD, “Мармеладний кіт”, Reikartz та інші бізнеси, які належали росіянам.🤷🏼‍♀️

👉🏼 **Хто з** **таких компаній і в який спосіб залишився на українському ринку – у **[] **Лесі Іванової.

**[]",Fashion
"**Два абитуриента в Беларуси сдали ЦТ по китайскому языку на 100 баллов**. 

В этом году в Беларуси по иностранному языку на 100 баллов написали 140 абитуриентов. Среди них 117 — по английскому языку, 12 — по немецкому, 8 — по французскому, 1 — по испанскому и 2 — по китайскому языку.",Образовательный контент
"**В результате ракетного обстрела Днепропетровской области погибли два человека

**Обломки беспилотника, предположительно, «шахеда», попали в автомобиль с мирными жителями, [] в своем телеграм-канале глава Днепропетровской областной военной администрации Сергей Лысак.

Всего, по его словам, в области было сбито шесть дронов. Один из них упал на частное предприятие в Криворожском районе, в результате чего начался пожар. Пострадавших там нет.",Политика
"#ADважно 

**Я — Евгений Пригожин, я создал кучу каналов и сейчас на всех них размещу это сообщение.
**
После прочтения удалите этот абзац.",Технологии
"**Власти пяти штатов США используют религиозное “анти-порноприложение”, чтобы следить за фигурантами уголовных дел. Программа делает скриншоты с устройств людей каждую минуту, следит за всем трафиком и блокирует доступ к сайтам про проблемы правовой системы.

**Приложение Covenant Eyes  написал бывший агент АНБ и католический священник Рон ДеХаас. По замыслу программа должна блокировать доступ к сайтам для взрослых, а также сообщать “партнеру по подотчетности”, чем занимается пользователь. Обычно этот “партнер” — родитель или высшее духовное лицо , но для большого числа людей “партнером” оказывается инспектор полиции. По данным Wired, к услугам Covenant Eyes прибегают органы минимум пяти штатов США. Приложение устанавливают на устройства всех членов семьи людей, которые ожидают суда, освобождены условно-досрочно или под залог. Самого фигуранта лишают всех устройств, цель — проследить, чтобы он не использовал телефоны близких для преступлений. 

С помощью программы силовики отслеживают весь трафик, исходящий с устройств. В режиме реального времени  приложение делает скриншоты всей просматриваемой информации, анализирует их и отправляет “партнерам”. При этом Covenant Eyes запрещает использовать приложение в уголовных процессах, да и сама работает с перебоями: например, может пометить онлайн-рекламу корсета как “вызывающий беспокойство” контент или блокирует доступ к сайтам, где рассказывается о несправедливости уголовно-исполнительной системы. Приложение оказывает на людей и психологическое давление: семьи рассказывают, что боятся разговаривать с адвокатом, а дети опасаются употреблять определенные слова, чтобы “папу не отправили в тюрьму”.",Образовательный контент
Паблики сообщают о звуках взрывов в Сумах.,Развлечения
"Нам пишут:

🖋Комплект бумажек, которые нужно вести в Войсках Нового Года, при использовании БПЛА . 

И да, в зоне СВО они так же проверяются проверяющими и контролируются  контролирующими.""

Два майора",Политика
"**Шоколад будет стоить дорого. Все дело в ценах на какао**

Рост цен на треть сделал какао одной из лучших инвестиций в первом полугодии
) 👉 **https://pfs.ms/DG1vXV**

",Финансы
"С 1 июля открывается запись на бесплатные уроки программирования для всех детей нашего города от 7 до 17 лет. Успейте записаться и получить 2 месяца обучения бесплатно!

Наша миссия - показать школьникам азы программирования и определить насколько им нравятся IT специальности. После занятия поделимся с вами, насколько у вашего ребенка есть к этому способности.

И все что вам нужно сделать сейчас, чтобы дать старт - это [] на бесплатном пробном уроке.

Ждем вас на бесплатном занятии! Мы сделаем так, что у ребенка будут гореть глаза от программирования!",Образовательный контент
"Трейдинг: **Если следовать сезонности рынка + президентским циклам и графику выше, то сценарий для второго полугодия выглядит следующим образом:**

**Июль** : Закупаемся акциями/опционами
**Август**: Держим позиции. Боковик и небольшая просадка
**Сентябрь** : Фиксируем прибыль
**Октябрь**: Снова закупаемся акциями/опционами
**Ноябрь**: Закупаем еще немного
**Декабрь**: И снова закупаемся на оставшийся кэш и снимаем общий профит к концу месяца. 

2024: Наслаждаемся прибылью и идем в автосалон Lamborghini.

👉** **[]**",Финансы
"В Ейском районе в поле нашли, предположительно, обломки беспилотника, сообщил оперативный штаб Краснодарского края. Пострадавших и разрушений нет.",Технологии
"🇸🇪SVT: Власти Швеции обучают украинцев методам ведения информационной войны. Шведское агентство психологической защиты с самого начала войны обучает украинцев методам ведения информационной войны. По словам операционного директора агентства Микаэля Тофвессона, весной 2022 года шведы предоставили украинским властям консультации и поддержку по информированию общественности о конфликте.

[]",Fashion
[] Змеи уже становятся привычными обитателями Подмосковья — очередную заметили в ЖК «Видный Город».,Развлечения
І наостанок від голови Миколаївської ОВА.,Общее
"Держат марку. Зрители раскритиковали новый сезон «Ведьмака»
https://4pda.to/2023/07/04/415255/derzhat_marku_zriteli_raskritikovali_novyj_sezon_vedmaka/",Fashion
"**Три человека погибли и более 20 пострадали в результате ночного **[]**** Одесской области 

**В ночь на 10 июня силы ПВО сбили над Одесской областью восемь дронов-камикадзе «Шахед» и две ракеты. Обломки дрона упали на многоэтажку, в одной из квартир возник пожар. Три человека погибли. Еще 26 человек получили травмы из-за взрывной волны. Среди пострадавших двое детей и беременная женщина, [] спикер Оперативного командования «Юг» Наталья Гуменюк. 

Еще один ракетный удар был нанесен по побережью Одесской области. Были повреждены жилые дома, пострадали три человека,",Технологии
"😏** Продать больше нефти в Индию у России не выйдет. Там не хотят делать ставку на такого ненадёжного партнёра

**Местные НПЗ не рассчитаны на переработку именно российской нефти с повышенным содержанием серы, поэтому закупают её в ограниченных количествах. А тратить огромные деньги на модернизацию заводов, чтобы без проблем работать и с такой нефтью, местные бизнесмены не хотят, [] Bloomberg. 

Из-за санкций покупать российскую нефть рискованно — и, если придётся отказаться от поставок, все эти затраты на модернизацию придётся списать в убытки. Да и с арабскими партнёрами, которые поставляют большую часть нефти, да и находятся рядом, индийцам ссориться не хочется",Финансы
"**СВР: США готовят провокации в Сирии с использованием химических веществ**

Методика применения отрабатывалась в мае в провинции Идлиб подконтрольными ЦРУ боевиками, сообщили в ведомстве. **Отравления тогда получили около 100 мирных жителей.

По данным СВР, боевикам на юге Сирии переданы ракеты с отравляющими боеголовками.** Действиями ИГ* на юге Сирии и в регионе Дамаска руководит замкомандующего центрального командования армии США **Джеймс** **Меллой** .

__ИГ - террористическая организация, запрещенная в России

____",Технологии
"У спадок від СРСР Україна отримала касетні боєприпаси та з 2022 року отримує цей тип зброї іноземного зразка

Однак Україна потребує додаткової номенклатури цих снарядів. 

[Читайте на Мілітарному про актуальні потреби України у касетних боєприпасах

]#Україна #Ukraine ",Крипта
"**И снова о приятном 👏
**________________________________

Положительные отзывы - это уже как традиция. Выкладываю их также часто, как и получаю 🎉. Всего за пару дней удалось распродаться, поэтому будем закупать с моим еще одним клиентом новую партию товара. 
________________________________

Хотите также? ❓",Развлечения
"Киев. Ботанический сад. Зацвели гортензии. Приходите созерцать и восстанавливать душевные силы. 

[] | [] | []",Fashion
"❗️🇺🇸 Предстоящие экономические события в 16:45 мск:

👉 Индекс деловой активности в производственном секторе  ****

👉 Индекс деловой активности  в секторе услуг ****

👉 Композитный индекс деловой активности  от S&P Global ****",Финансы
"С Днём Конституции Украины!

Ссылка на нас - https://t.me/+XQJhAcf4zqUyZDMy

[] | [] | []",Политика
"❗️**Ядерное оружие не будет применено в ходе спецоперации, такое возможно только при агрессии со стороны НАТО — Лукашенко**",Политика
"Компания Fourier Intelligence представила в Шанхае новую модель человекоподобного робота. Благодаря бионической структуре он может избегать препятствий, подниматься и спускаться по склонам, а также выдерживать удары.

Модель получила название GR-1. Общая длина робота составляет 1,65 м, вес 55 кг. При максимально крутящем моменте в 300 нанометров за счет установленного на бедре модуля он может передвигаться как человек на ногах со скоростью до 5 км/ч и переносить предметы весом до 50 кг.",Технологии
"**Оо, залипательное и пушистое **😍",Fashion
"Поиск! Хотим пообщаться с водителями, по вине которых произошли ДТП с жертвами. Если это вы, напишите . Это анонимно.",Технологии
"Зачем нужна ИТ-компания в дорожном строительстве, как контролировать рентабельность и ресурсы, и какой экономический эффект дает цифровизация бизнеса — [] в статье.

__Новая экономика__",Fashion
"#раскладка 
Беспилотники-камикадзе чаще стали достигать целей, проходя через линии ПВО/ЗРК.

Как мы [] - ближний тыл ВСУ. 
Ночью были удары по Кривому рогу, Кировоградской, Запорожской, Херсонской-Николаевской, Днепропетровской, Полтавской, Сумской области. 

По Кривому рогу наносят удары, так как там идёт накопление резервов ВСУ для наступления.",Технологии
"Минобороны РФ предлагает присваивать статус ветерана боевых действий гражданам, обороняющим территории, прилегающие к районам проведения специальной военной операции.",Политика
